CountryCode,z1,z2,z3,z4
100,0.157572592332808,-0.006773488901383564,0.1873235928293655,-0.12335275920563361
946,-0.06248182278748763,-0.13889062664508411,0.017987676238149296,0.12188170400172825
692,-0.12438735228955466,-0.11843474097305623,-0.11045340550432552,0.17871106371898787
283,0.03680316942657092,0.2850049602389581,-0.23536722750627337,-0.1727722807319208
282,0.23011226211850572,-0.18314548716363163,-0.030983459715847088,-0.1189162592969048
938,-0.078445609709514,-0.14772356772478,-0.030810637712726,0.13550064374062504
905,0.1548212139534667,-0.1755007480092597,-0.030269044855833156,-0.03659429627660761
779,0.0671769468316014,-0.09874826632087479,-0.030573731546246076,-0.008677463728825515
366,-0.041830716640425654,-0.19350576693853372,-0.0589428664113201,0.14101487325067572
704,-0.05411502055790919,0.19478011943065116,-0.1709484410318323,-0.057921319348245244
302,-0.13576579758055907,-0.011735477212885271,0.16126145594916666,0.1247339807382457
894,0.1336259399061755,0.12634879776502903,-0.019201721131515755,-0.18238975008909594
893,-0.16182121799507185,0.05849407053909276,0.13842898680505852,0.12081302791904794
166,-0.09148779673812726,0.1409386744019254,0.1375662832713506,0.008642574777069268
125,-0.056382983966132,-0.1420855525398213,-0.12005412899216919,0.11783296691016586
458,0.29266876461093927,0.09022477596036034,-0.1349686511539049,-0.2976233696622783
153,0.03439654113043474,-0.06964117993827988,0.16455351220748518,-0.0023802021078299465
985,-0.1741702786049869,0.05676702351628644,0.24814622958393073,0.11664558239195741
910,-0.10134901667110345,0.08279804896330915,0.17086149150160368,0.027821888503406625
713,0.08772541060082578,0.007919734381161678,0.22290826219526716,-0.07067441734103667
984,-0.16427386939788569,-0.020742402835053693,-0.20632388024988244,0.14660652008915462
524,0.19008501627856011,0.08628605627832991,-0.11028037298929136,-0.20280738957396466
133,0.11853987586314257,-0.1673301405445541,-0.03573645234211014,-0.025695074493665683
598,0.008430421167498994,0.3001863883823834,-0.22100702237571535,-0.1476914771008216
785,-0.09410191758485252,0.009740745347700655,-0.12401074871388437,0.07028605983801996
391,-0.020358235406005343,-0.018304188054021023,0.05894050236116736,0.025410960893326392
821,0.0014994005678704006,0.23410686963578894,-0.19790512412245642,-0.11028092109272505
522,0.04416642513984391,0.027553875048914107,0.0018903345072085562,-0.052670326635565756
224,-0.07630204173043222,0.030893381661675063,-0.15454788581615622,0.05165826516771658
840,0.0016626219031294102,-0.25361573826724115,-0.08217270564471899,0.12966482024001938
897,-0.015323127641530775,0.008078279606493781,0.2971171603049689,0.007778364599420768
984,0.15198197566355137,-0.14678409809684112,-0.027261060260333415,-0.04721432967524834
887,-0.14515723387074742,0.024946445745619168,-0.05065698822924916,0.112643500821708
506,-0.07311387052625079,0.16400769618375236,0.17869484366056584,-0.027927506669159868
699,-0.10127049284796454,-0.0914162144061928,-0.025140996601363572,0.14772434875124407
119,-0.21942072517550956,-0.1395972209712056,-0.052617949836016656,0.2570391462079227
166,-0.2123530289009692,-0.17932331904271098,-0.04122272350520158,0.2734147768798518
214,-0.07287665678571412,-0.0024169044152832215,-0.054259467261402156,0.06503781620185077
498,0.18289851332369214,0.17910009155664916,-0.13187442420215204,-0.25109382946088676
271,-0.0479863188225094,0.15621048797514483,0.0863986065369116,-0.03868995726672931
581,0.20309803208618066,0.06894698837805646,0.11510396722220022,-0.2176541371630477
413,0.13685345457565182,-0.09642867843364539,0.031330914272901016,-0.057610627437231436
716,-0.10401518970372423,0.16486556424408041,0.33364250209290647,-0.0028388668338995868
401,-0.12354349685633449,0.15261588729938438,0.11826667638141289,0.017120907082609264
758,0.35709735771243545,-0.12398831422804481,0.14459729311330402,-0.2523134342213933
947,-0.21565342991310021,-0.21226520835501544,-0.08091315154382028,0.2962845402966112
988,-0.038582492426611895,0.0945467301882038,-0.1704207341753526,-0.012791689559109398
798,-0.07990470278260424,0.19400986579196447,0.030952406511778913,-0.030355071031833433
901,0.27926157677205143,-0.04724547193340339,0.13388568356234265,-0.22027126114120468
739,-0.08775780585943561,-0.20521257127481968,-0.08860184834901955,0.1762343928348234
598,0.10375473780811696,0.0514838147047074,-0.15233152932892502,-0.10129468702598773
